"","date","real","model"
"634",1961-09-25,1040,768.49979371845
"635",1961-09-26,1040,761.94221157559
"636",1961-09-27,1060,771.339125628192
"637",1961-09-28,1040,739.323553056029
"638",1961-09-29,1020,723.892621877131
"639",1961-09-30,1020,704.498574195057
"640",1961-10-01,992,685.955663029007
"641",1961-10-02,989,673.282407313638
"642",1961-10-03,976,668.069588565055
"643",1961-10-04,960,662.667322864336
"644",1961-10-05,957,646.528525780959
"645",1961-10-06,944,633.689342743725
"646",1961-10-07,916,623.436237046274
"647",1961-10-08,936,624.1149810224
"648",1961-10-09,927,625.883229039244
"649",1961-10-10,919,638.610435189262
"650",1961-10-11,916,684.921771808682
"651",1961-10-12,910,673.556124342699
"652",1961-10-13,890,618.707389398121
"653",1961-10-14,931,598.194898329898
"654",1961-10-15,917,588.410042777509
"655",1961-10-16,835,579.30611636475
"656",1961-10-17,853,574.638911478424
"657",1961-10-18,860,725.412839011036
"658",1961-10-19,926,906.265548556863
"659",1961-10-20,1000,967.645837600562
"660",1961-10-21,1040,1010.58754911818
"661",1961-10-22,1020,835.802143333856
"662",1961-10-23,1080,744.437796111158
"663",1961-10-24,1000,707.166186867436
"664",1961-10-25,950,685.998974953369
"665",1961-10-26,959,663.2775594372
"666",1961-10-27,923,648.718418750221
"667",1961-10-28,928,641.097197012901
"668",1961-10-29,914,633.194707121756
"669",1961-10-30,892,651.039507447619
"670",1961-10-31,883,664.164918852445
"671",1961-11-01,892,648.894004366272
"672",1961-11-02,901,633.830992939333
